"","fragment_ID","jar_nr","run","date","position","cond_organism","incubation","genus","species","colony","col_frag","time_start_L","oxygen_start_L","temp_start_L","saturation_start_L","time_stop_L","oxygen_stop_L","temp_stop_L","saturation_stop_L","salinity_cond_L","temp_cond_L","time_start_D","oxygen_start_D","temp_start_D","saturation_start_D","time_stop_D","oxygen_stop_D","temp_stop_D","saturation_stop_D","light_intensity_L","salinity_cond_D","temp_cond_D","flow_velocity","time_L_min","time_D_min","oxy_L_diff","oxy_D_diff","vol_jar_L","base_O2produced_ug_min","base_O2produced_ug_h","base_O2respiration_ug_min","base_O2respiration_ug_h","mean(base_O2produced_ug_h)","mean(base_O2respiration_ug_h)","net_photo_ug_h","respiration_ug_h","gross_photo_ug_h","surface_cm2","net_photo_ug_h_cm2","respiration_ug_h_cm2","gross_photo_ug_h_cm2"
"78","Pru-E-1","9","13",2021-04-02,"B10","Hsp","off-species","macroalgae","Pru","E","1",12H 27M 0S,6.47,25.4,97.4,14H 0M 0S,7.22,25.3,108.1,34.3,23,14H 28M 0S,6.56,25.6,98.5,15H 59M 0S,6.16,25.5,92.7,195,34.3,22.9,7.024242937,93,91,750,399.999999999999,1.02596,8.27387096774194,496.432258064516,4.50971428571428,270.582857142857,25.6724657922723,-6.65289130434769,470.759792272244,277.235748447204,747.995540719448,76.50601563,6.15323891063602,3.62371175866716,9.77695066930318
"79","Pru-E-1","2","10",2021-03-30,"A7","Mdi","off-species","stony coral","Pru","E","1",12H 14M 0S,6.79,25.7,101.3,13H 44M 0S,7.33,25.6,109.3,23.4,23.2,14H 15M 0S,6.64,25.4,99,15H 47M 0S,6.28,25.3,93.5,195,34.4,23.3,6.874382174,90,92,540,359.999999999999,1.02281,6.13686,368.2116,4.00229999999999,240.138,10.2013000000001,26.6143043478261,358.0103,213.523695652174,571.533995652174,76.50601563,4.67950522650947,2.79093995281131,7.47044517932078
"80","Pru-E-1","4","14",2021-04-03,"A12","Csp","off-species","macroalgae","Pru","E","1",12H 14M 0S,6.64,25.8,100.3,13H 44M 0S,7.3,25.8,110.4,34.4,23.3,14H 17M 0S,6.5,25.5,97.7,15H 47M 0S,6.15,25.6,92.6,198,34.2,23.3,7.370305346,90,90,660,350,1.0268,7.52986666666667,451.792,3.99311111111111,239.586666666666,34.0068666666668,6.80073333333319,417.785133333333,232.785933333333,650.571066666667,76.50601563,5.46081415811581,3.04271411099406,8.50352826910987
"81","Pru-E-1","7","12",2021-04-01,"B7","Ssp","off-species","soft coral","Pru","E","1",12H 20M 0S,6.6,25.6,99.8,13H 51M 0S,7.21,25.4,108.4,34.6,23.3,14H 20M 0S,6.54,25.6,99,15H 51M 0S,6.16,25.5,93,199,34.4,23.5,6.989082655,91,91,610,380,1.023,6.85747252747253,411.448351648352,4.27186813186813,256.312087912088,-22.9680399719493,6.65210869565203,434.416391620301,249.659979216436,684.076370836737,76.50601563,5.67819913300981,3.2632725304092,8.94147166341901
"82","Pru-E-1","10","6",2021-03-25,"B11","Hcn","off-species","sponge","Pru","E","1",12H 36M 0S,6.54,25.4,98.5,14H 7M 0S,7.29,26,111.2,34.2,23.5,14H 37M 0S,6.6,25.2,99.2,16H 8M 0S,6.24,25.6,94.3,195,34.4,23.6,7.004665894,91,91,750,359.999999999999,1.01669,8.37931318681319,502.758791208791,4.02207032967032,241.324219780219,19.961804347826,6.6886658485275,482.796986860965,234.635553931692,717.432540792657,76.50601563,6.31057548723852,3.0668902569236,9.37746574416212
"83","Pru-E-1","1","3",2021-03-21,"A6","Xsp","off-species","soft coral","Pru","E","1",12H 11M 0S,7.13,25.8,108.4,13H 41M 0S,7.5,25.5,113.7,34.3,23.3,14H 12M 0S,6.5,25.9,98.9,15H 42M 0S,6.29,25.3,94.6,199,34.3,23.3,6.950426225,90,90,370,210,1.02096,4.19728,251.8368,2.38224,142.9344,20.4013999999999,6.79793333333319,231.4354,136.136466666667,367.571866666667,76.50601563,3.02506146862062,1.77942172972453,4.80448319834516
"84","Pru-E-1","2","7",2021-03-27,"A7","Pru","within-species","stony coral","Pru","E","1",12H 12M 0S,6.73,25.7,101.5,13H 43M 0S,7.59,25.5,114.2,34.7,23.1,14H 21M 0S,6.35,27.5,98.5,15H 43M 0S,5.88,25.2,87.9,195,34.6,23.1,6.874382174,91,82,859.999999999999,470,1.02281,9.66611648351648,579.966989010989,5.86244756097561,351.746853658536,-13.6038666666664,-14.931073170732,593.570855677655,366.677926829268,960.248782506923,76.50601563,7.7584860587734,4.79279862909871,12.5512846878721
"85","Pru-E-2","8","11",2021-03-31,"B9","Xsp","off-species","soft coral","Pru","E","2",12H 23M 0S,6.72,25.3,100.6,13H 55M 0S,7.51,25.5,112.8,34.6,23.3,14H 24M 0S,6.57,25.5,98.9,15H 55M 0S,6.11,25.4,91.3,202,34.4,23.5,6.579251631,92,91,790,460,1.02544,8.80540869565217,528.32452173913,5.18354285714286,311.012571428571,-9.97992391304327,32.9899429347828,538.304445652174,278.022628493789,816.327074145962,110.42681641,4.8747619749674,2.51770935296665,7.39247132793405
"86","Pru-E-2","5","4",2021-03-22,"B2","Ssp","off-species","soft coral","Pru","E","2",12H 17M 0S,6.84,24.5,100.9,13H 47M 0S,7.51,25.8,113.9,34.2,23.1,14H 23M 0S,6.6,25.3,99,15H 53M 0S,6.17,25.6,92.8,197,34.4,23.1,6.897020096,90,90,670,430,1.02427,7.62512111111111,457.507266666667,4.89373444444444,293.624066666666,51.0097000000001,64.6107666666668,406.497566666666,229.0133,635.510866666666,110.42681641,3.68114901689636,2.07389208025072,5.75504109714709
"87","Pru-E-2","9","9",2021-03-29,"B10","Amu","off-species","stony coral","Pru","E","2",12H 29M 0S,6.76,25.2,100.6,13H 59M 0S,7.44,25.4,111,34.4,23.6,14H 35M 0S,6.66,25.3,99,16H 5M 0S,6.19,25.5,92.2,195,34.2,23.6,7.024242937,90,90,680.000000000001,470,1.02596,7.75169777777778,465.101866666667,5.35779111111111,321.467466666666,10.2386732600733,9.87377419354847,454.863193406594,311.593692473118,766.456885879712,110.42681641,4.11913707371358,2.82172123224319,6.94085830595677
"88","Pru-E-2","7","8",2021-03-28,"B7","Pru","within-species","stony coral","Pru","E","2",12H 21M 0S,6.61,25.9,99.6,13H 51M 0S,7.43,25.3,110.7,34.6,23.1,14H 22M 0S,6.52,24.6,96,15H 52M 0S,5.99,25.3,98.4,199,34.7,23.2,6.989082655,90,90,819.999999999999,529.999999999999,1.023,9.32066666666666,559.24,6.02433333333332,361.459999999999,-20.4343999999996,20.4344000000002,579.674399999999,341.025599999999,920.699999999998,110.42681641,5.24939882218234,3.08824985711638,8.33764867929872
"89","Pru-E-2","9","5",2021-03-24,"B10","Csp","off-species","macroalgae","Pru","E","2",12H 31M 0S,6.8,25.3,101.8,14H 3M 0S,7.59,26,115,34.1,23.5,14H 34M 0S,6.56,25.6,98.9,16H 5M 0S,6.07,25.7,91.3,195,34.2,23.3,7.024242937,92,91,790,489.999999999999,1.02596,8.80987391304348,528.592434782609,5.52439999999999,331.464,2.5889306636152,-6.30129949121199,526.003504118993,337.765299491212,863.768803610205,110.42681641,4.76336746108855,3.05872532118588,7.82209278227443
"90","Pru-E-2","11","15",2021-04-04,"B12","Hcn","off-species","sponge","Pru","E","2",12H 47M 0S,6.37,25.5,97.7,14H 17M 0S,7.18,25.7,110.2,34.4,23.5,14H 51M 0S,6.5,25.3,99.2,16H 21M 0S,6.08,25.7,93.1,198,34.2,23.7,6.788963055,90,90,810,420,1.0185,9.1665,549.99,4.753,285.18,27.2049333333334,16.96586007326,522.785066666666,268.21413992674,790.999206593406,110.42681641,4.73422202742525,2.42888592324256,7.16310795066782
"91","Pru-E-2","10","16",2021-04-05,"B11","Hsp","off-species","macroalgae","Pru","E","2",12H 26M 0S,6.57,25.3,99.9,13H 56M 0S,7.42,25.6,113.2,34.2,22.9,14H 26M 0S,6.61,25.2,100,15H 56M 0S,6.15,25.5,93.3,195,34.2,23.3,7.004665894,90,90,850,460,1.01669,9.60207222222222,576.124333333333,5.19641555555555,311.784933333333,23.8043666666668,37.4078333333331,552.319966666666,274.3771,826.697066666666,110.42681641,5.00168332858548,2.48469628048747,7.48637960907295
"92","Pru-E-2","2","2",2021-03-20,"A7","Mdi","off-species","stony coral","Pru","E","2",12H 15M 0S,6.81,25.4,101.6,13H 47M 0S,7.48,25.7,112.3,34.3,23.2,14H 19M 0S,6.6,25.54,98.5,15H 51M 0S,6.12,25.3,91.8,195,34.3,23.2,6.874382174,92,92,670.000000000001,480,1.02281,7.44872500000001,446.923500000001,5.33639999999999,320.184,43.396084687052,26.5777471949509,403.527415312948,293.606252805049,697.133668117997,110.42681641,3.65425200537074,2.65883109148894,6.31308309685967
"93","Pve-A-1","4","1",2021-03-19,"A12","Amu","off-species","stony coral","Pve","A","1",12H 8M 0S,6.8,24.7,101.1,13H 38M 0S,7.26,25.8,109.7,34.3,23.6,14H 50M 0S,6.53,25.7,98.6,16H 22M 0S,6.2,25.5,93.3,198,34.5,23.5,7.370305346,90,92,460,330,1.0268,5.24808888888889,314.885333333333,3.68308695652174,220.985217391304,57.1763406593409,36.4522611008327,257.708992673992,184.532956290472,442.241948964464,37.71626953,6.83283357249866,4.89266193581769,11.7254955083164
"94","Pve-A-1","2","14",2021-04-03,"A7","Csp","off-species","macroalgae","Pve","A","1",12H 9M 0S,6.73,25.8,101.4,13H 39M 0S,7.57,25.7,114,34.4,23.3,14H 13M 0S,6.48,25.5,97.6,15H 43M 0S,6.15,25.5,92.4,195,34.2,23.3,6.874382174,90,90,840,330,1.02281,9.54622666666667,572.7736,3.75030333333333,225.0182,34.0068666666668,6.80073333333319,538.766733333333,218.217466666667,756.9842,37.71626953,14.2847301720758,5.78576485389399,20.0704950259698
"95","Pve-A-1","12","10",2021-03-30,"C4","Mdi","off-species","stony coral","Pve","A","1",12H 34M 0S,6.65,24.9,98.2,14H 4M 0S,7.37,25.9,109.5,23.4,23.2,14H 35M 0S,6.66,25.1,98.8,16H 7M 0S,6.25,25.6,92.3,196,34.4,23.3,8.117810474,90,92,720,410,1.01679,8.13432,488.0592,4.53134673913044,271.880804347826,10.2013000000001,26.6143043478261,477.8579,245.2665,723.1244,37.71626953,12.6698081744247,6.50293634700303,19.1727445214278
"96","Pve-A-1","4","13",2021-04-02,"A12","Hsp","off-species","macroalgae","Pve","A","1",12H 17M 0S,6.54,25.4,98.5,13H 48M 0S,7.23,25.6,109.4,34.3,23,14H 18M 0S,6.57,25.9,99.6,15H 50M 0S,6.15,25.5,92.8,198,34.3,22.9,7.370305346,91,92,690,420,1.0268,7.78562637362638,467.137582417583,4.6875652173913,281.253913043478,25.6724657922723,-6.65289130434769,441.46511662531,287.906804347826,729.371920973136,37.71626953,11.7048987645547,7.63349100893505,19.3383897734898
"97","Pve-A-1","12","3",2021-03-21,"C4","Xsp","off-species","soft coral","Pve","A","1",12H 33M 0S,6.63,25,103.8,14H 3M 0S,7.64,25.8,115.8,34.3,23.3,14H 34M 0S,6.57,25.3,98.9,16H 4M 0S,6.16,25.5,93,196,34.3,23.3,8.117810474,90,90,1010,410,1.01679,11.4106433333333,684.6386,4.63204333333333,277.9226,20.4013999999999,6.79793333333319,664.2372,271.124666666667,935.361866666667,37.71626953,17.6114236184376,7.18853349085892,24.7999571092965
"98","Pve-A-1","2","12",2021-04-01,"A7","Ssp","off-species","soft coral","Pve","A","1",12H 11M 0S,6.65,25.9,100.4,13H 42M 0S,7.36,25.6,111.5,34.6,23.3,14H 10M 0S,6.52,25.7,99,15H 41M 0S,6.23,25.4,92.4,195,34.4,23.5,6.874382174,91,91,710,289.999999999999,1.02281,7.98016593406593,478.809956043956,3.25950439560439,195.570263736263,-22.9680399719493,6.65210869565203,501.777996015905,188.918155040611,690.696151056517,37.71626953,13.304019784268,5.00893002926345,18.3129498135315
"99","Pve-A-1","10","7",2021-03-27,"B11","Pve","within-species","stony coral","Pve","A","1",12H 35M 0S,6.88,25.2,103.2,14H 5M 0S,7.37,24.2,108.2,34.4,23.7,14H 36M 0S,6.57,25.4,98.8,15H 56M 0S,6.26,25.2,93.5,195,34.5,23.5,7.004665894,90,80,490,310.000000000001,1.01669,5.53531222222222,332.118733333333,3.93967375000001,236.380425,6.72639560439546,22.9538250000002,325.392337728938,213.4266,538.818937728938,37.71626953,8.62737332678453,5.65874097994336,14.2861143067279
"100","Pve-A-1","8","6",2021-03-25,"B9","Hcn","off-species","sponge","Pve","A","1",12H 32M 0S,6.53,25.6,98.8,14H 4M 0S,7.42,26,113.2,34.2,23.5,14H 33M 0S,6.6,25.3,99.4,16H 4M 0S,6.23,25.6,94.1,202,34.4,23.6,6.579251631,92,91,890,369.999999999999,1.02544,9.92001739130435,595.201043478261,4.16937142857142,250.162285714285,19.961804347826,6.6886658485275,575.239239130435,243.473619865758,818.712858996192,37.71626953,15.2517533228699,6.45540035904388,21.7071536819138
"101","Pve-A-2","7","9",2021-03-29,"B7","Amu","off-species","stony coral","Pve","A","2",12H 23M 0S,6.77,25.3,101,13H 53M 0S,7.37,25.4,109.3,34.4,23.6,14H 30M 0S,6.66,25.4,99.3,16H 0M 0S,6.29,25.5,94,199,34.2,23.6,6.989082655,90,90,600.000000000001,370,1.023,6.82000000000001,409.2,4.20566666666667,252.34,10.2386732600733,9.87377419354847,398.961326739927,242.466225806452,641.427552546379,33.35739746,11.960205445234,7.26873929829811,19.2289447435321
"102","Pve-A-2","9","16",2021-04-05,"B10","Hsp","off-species","macroalgae","Pve","A","2",12H 24M 0S,6.59,25.1,99.7,13H 54M 0S,7.13,25.6,109.1,34.2,22.9,14H 24M 0S,6.62,25.2,100.4,15H 54M 0S,6.27,25.5,95.6,195,34.2,23.3,7.024242937,90,90,540,350.000000000001,1.02596,6.15576,369.3456,3.98984444444445,239.390666666667,23.8043666666668,37.4078333333331,345.541233333333,201.982833333334,547.524066666667,33.35739746,10.3587587655087,6.05511366933042,16.4138724348391
"103","Pve-A-2","11","2",2021-03-20,"B12","Mdi","off-species","stony coral","Pve","A","2",12H 35M 0S,6.66,25.5,100,14H 6M 0S,7.19,25.9,108.5,34.3,23.2,14H 38M 0S,6.66,25,98.8,16H 9M 0S,6.31,25.5,94.7,198,34.3,23.2,6.788963055,91,91,530,350.000000000001,1.0185,5.93192307692308,355.915384615385,3.9173076923077,235.038461538462,43.396084687052,26.5777471949509,312.519299928333,208.460714343511,520.980014271844,33.35739746,9.36881542701541,6.24930990475151,15.6181253317669
"104","Pve-A-2","10","8",2021-03-28,"B11","Pve","within-species","stony coral","Pve","A","2",12H 27M 0S,6.56,25.9,98.7,13H 57M 0S,7.04,25.3,104.8,34.5,23.5,14H 28M 0S,6.55,24.9,97,15H 58M 0S,6.24,25.2,93.1,195,34.4,23.5,7.004665894,90,90,480,310,1.01669,5.42234666666667,325.3408,3.50193222222222,210.115933333333,47.6079333333329,34.0056666666665,277.732866666667,176.110266666666,453.843133333334,33.35739746,8.32597528028697,5.27949660574829,13.6054718860353
"105","Pve-A-2","12","15",2021-04-04,"C4","Hcn","off-species","sponge","Pve","A","2",12H 49M 0S,6.37,25.4,97.6,14H 19M 0S,7.14,25.9,109.7,34.4,23.5,14H 53M 0S,6.5,25.2,99,16H 23M 0S,6.13,25.7,93.9,196,34.2,23.7,8.117810474,90,90,770,370,1.01679,8.69920333333333,521.9522,4.18013666666667,250.8082,27.2049333333334,16.96586007326,494.747266666666,233.84233992674,728.589606593406,33.35739746,14.8317106350978,7.01020936082164,21.8419199959194
"106","Pve-A-2","8","5",2021-03-24,"B9","Csp","off-species","macroalgae","Pve","A","2",12H 29M 0S,6.83,25.2,101.9,14H 0M 0S,7.44,26,112.6,34.1,23.5,14H 32M 0S,6.56,25.7,99.2,16H 3M 0S,6.19,25.6,93.4,202,34.2,23.3,6.579251631,91,91,610,369.999999999999,1.02544,6.87382857142858,412.429714285715,4.16937142857142,250.162285714285,2.5889306636152,-6.30129949121199,409.840783622099,256.463585205497,666.304368827597,33.35739746,12.2863536975135,7.68835714815676,19.9747108456703
"107","Pve-A-2","6","4",2021-03-22,"B4","Ssp","off-species","soft coral","Pve","A","2",12H 19M 0S,6.84,24.5,100.9,13H 49M 0S,7.48,25.9,113,34.2,23.1,14H 25M 0S,6.6,25.3,99.1,15H 55M 0S,6.17,25.6,93.1,200,34.4,23.1,6.878144835,90,90,640.000000000001,430,1.02353,7.27843555555556,436.706133333334,4.89019888888889,293.411933333333,51.0097000000001,64.6107666666668,385.696433333334,228.801166666666,614.4976,33.35739746,11.5625457230539,6.85908326454513,18.4216289875991
"108","Pve-A-2","12","11",2021-03-31,"C4","Xsp","off-species","soft coral","Pve","A","2",12H 31M 0S,6.74,24.7,99.5,14H 3M 0S,7.26,25.9,110.1,34.6,23.3,14H 33M 0S,6.54,25.4,98.3,16H 5M 0S,6.18,25.6,93.1,196,34.4,23.5,8.117810474,92,92,520,360,1.01679,5.74707391304347,344.824434782608,3.97874347826087,238.724608695652,-9.97992391304327,32.9899429347828,354.804358695652,205.73466576087,560.539024456521,33.35739746,10.6364520529849,6.16758744466121,16.8040394976461
"109","Pve-B-1","10","13",2021-04-02,"B11","Hsp","off-species","macroalgae","Pve","B","1",12H 29M 0S,6.44,25.3,96.5,14H 2M 0S,7.04,25.3,106.2,34.3,23,14H 31M 0S,6.58,25.3,98.7,16H 2M 0S,6.17,25.5,93,195,34.3,22.9,7.004665894,93,91,600,410,1.01669,6.55929032258064,393.557419354838,4.58069120879121,274.841472527473,25.6724657922723,-6.65289130434769,367.884953562566,281.49436383182,649.379317394386,35.36176514,10.4034669113966,7.96041607983544,18.363882991232
"110","Pve-B-1","9","7",2021-03-27,"B10","Pve","within-species","stony coral","Pve","B","1",12H 33M 0S,7.07,25.3,105.5,14H 2M 0S,7.47,24.2,109.7,34.4,23.7,14H 34M 0S,6.57,25.6,99,15H 54M 0S,6.23,25.2,93.1,195,34.5,23.5,7.024242937,89,80,399.999999999999,340,1.02596,4.61105617977527,276.663370786516,4.36033,261.6198,6.72639560439546,22.9538250000002,269.936975182121,238.665975,508.602950182121,35.36176514,7.63358316852734,6.74926644795876,14.3828496164861
"111","Pve-B-1","2","6",2021-03-25,"A7","Hcn","off-species","sponge","Pve","B","1",12H 20M 0S,6.55,25.8,99.3,13H 52M 0S,7.16,25.5,108.2,34.2,23.5,14H 21M 0S,6.59,25.4,99.4,15H 53M 0S,6.28,25.2,94.5,195,34.4,23.6,6.874382174,92,92,610,310,1.02281,6.781675,406.9005,3.446425,206.7855,19.961804347826,6.6886658485275,386.938695652174,200.096834151472,587.035529803646,35.36176514,10.9422901860315,5.6585646491139,16.6008548351454
"112","Pve-B-1","3","3",2021-03-21,"A11","Xsp","off-species","soft coral","Pve","B","1",12H 16M 0S,7.07,25.7,107.2,13H 45M 0S,7.46,25.6,112.9,34.3,23.3,14H 16M 0S,6.52,25.8,99,15H 46M 0S,6.21,25.3,93.5,200,34.3,23.3,7.051835362,89,90,390,310,1.02549,4.4937202247191,269.623213483146,3.53224333333333,211.9346,20.4013999999999,6.79793333333319,249.221813483146,205.136666666667,454.358480149813,35.36176514,7.0477763905862,5.80108673462748,12.8488631252137
"113","Pve-B-1","10","1",2021-03-19,"B11","Amu","off-species","stony coral","Pve","B","1",12H 21M 0S,6.73,24.7,100,13H 51M 0S,7.11,25.8,107.6,34.3,23.6,15H 3M 0S,6.55,25.2,98.3,16H 33M 0S,6.21,25.5,93.7,195,34.5,23.5,7.004665894,90,90,380,340,1.01669,4.29269111111111,257.561466666667,3.84082888888889,230.449733333333,57.1763406593409,36.4522611008327,200.385126007326,193.997472232501,394.382598239826,35.36176514,5.66671729236324,5.48607999245652,11.1527972848198
"114","Pve-B-1","5","12",2021-04-01,"B2","Ssp","off-species","soft coral","Pve","B","1",12H 16M 0S,6.61,25.7,100.3,13H 48M 0S,7.11,25.4,107.6,34.6,23.3,14H 16M 0S,6.54,25.7,99.2,15H 47M 0S,6.18,25.5,93.5,197,34.4,23.5,6.897020096,92,91,500,360,1.02427,5.5666847826087,334.001086956522,4.05205714285715,243.123428571429,-22.9680399719493,6.65210869565203,356.969126928471,236.471319875777,593.440446804248,35.36176514,10.0947768165758,6.68720350750502,16.7819803240808
"115","Pve-B-1","5","14",2021-04-03,"B2","Csp","off-species","macroalgae","Pve","B","1",12H 16M 0S,6.64,25.7,100.4,13H 46M 0S,7.33,25.3,109.8,34.4,23.3,14H 19M 0S,6.48,25.5,97.5,15H 49M 0S,6.18,25.4,92.9,197,34.2,23.3,6.897020096,90,90,690,300.000000000001,1.02427,7.85273666666667,471.1642,3.41423333333334,204.854,34.0068666666668,6.80073333333319,437.157333333333,198.053266666667,635.210600000001,35.36176514,12.362429635585,5.60077433585566,17.9632039714407
"116","Pve-B-1","6","10",2021-03-30,"B4","Mdi","off-species","stony coral","Pve","B","1",12H 22M 0S,6.74,25.5,100.2,13H 52M 0S,7.29,25.4,108.4,23.4,23.2,14H 23M 0S,6.67,25.4,99.2,15H 55M 0S,6.3,25.4,93.8,200,34.4,23.3,6.878144835,90,92,550,370,1.02353,6.25490555555555,375.294333333333,4.11637065217391,246.982239130435,10.2013000000001,26.6143043478261,365.093033333333,220.367934782609,585.460968115942,35.36176514,10.3245138326071,6.23181376580481,16.5563275984119
"117","Pve-B-2","9","11",2021-03-31,"B10","Xsp","off-species","soft coral","Pve","B","2",12H 25M 0S,6.69,25.3,100.2,13H 57M 0S,7.15,25.4,107.4,34.6,23.3,14H 26M 0S,6.57,25.4,98.6,15H 58M 0S,6.21,25.5,93.1,195,34.4,23.5,7.024242937,92,92,460,360,1.02596,5.1298,307.788,4.01462608695653,240.877565217392,-9.97992391304327,32.9899429347828,317.767923913043,207.887622282609,525.655546195652,19.42261719,16.3607160046716,10.7033784504409,27.0640944551125
"118","Pve-B-2","5","2",2021-03-20,"B2","Mdi","off-species","stony coral","Pve","B","2",12H 22M 0S,6.74,25.5,100.7,13H 54M 0S,7.12,25.8,106.9,34.3,23.2,14H 26M 0S,6.63,25.3,98.8,15H 57M 0S,6.3,25.5,94.7,197,34.3,23.2,6.897020096,92,91,380,330,1.02427,4.23068043478261,253.840826086956,3.71438571428571,222.863142857143,43.396084687052,26.5777471949509,210.444741399904,196.285395662192,406.730137062096,19.42261719,10.8350352242053,10.1060219507005,20.9410571749057
"119","Pve-B-2","11","8",2021-03-28,"B12","Pve","within-species","stony coral","Pve","B","2",12H 29M 0S,6.54,25.8,98.4,13H 59M 0S,6.96,25.3,103.6,34.5,23.5,14H 30M 0S,6.55,24.8,96.7,16H 0M 0S,6.29,25.2,93.6,198,34.4,23.5,6.788963055,90,90,420,260,1.0185,4.753,285.18,2.94233333333333,176.54,47.6079333333329,34.0056666666665,237.572066666667,142.534333333333,380.1064,19.42261719,12.2317226531646,7.3385750199885,19.5702976731531
"120","Pve-B-2","9","15",2021-04-04,"B10","Hcn","off-species","sponge","Pve","B","2",12H 43M 0S,6.38,25.4,97.7,14H 13M 0S,6.89,25.7,105.5,34.4,23.5,14H 47M 0S,6.49,25.4,99,16H 17M 0S,6.17,25.7,64.8,195,34.2,23.7,7.024242937,90,90,510,320,1.02596,5.81377333333333,348.8264,3.64785777777778,218.871466666667,27.2049333333334,16.96586007326,321.621466666666,201.905606593407,523.527073260073,19.42261719,16.5591209217807,10.3953861942643,26.954507116045
"121","Pve-B-2","11","5",2021-03-24,"B12","Csp","off-species","macroalgae","Pve","B","2",12H 35M 0S,6.76,25.5,101.9,14H 7M 0S,7.16,25.9,108.5,34.1,23.5,14H 39M 0S,6.56,25.5,98.7,16H 10M 0S,6.26,25.7,94.6,198,34.2,23.3,6.788963055,92,91,400,300,1.0185,4.42826086956522,265.695652173913,3.35769230769231,201.461538461538,2.5889306636152,-6.30129949121199,263.106721510298,207.76283795275,470.869559463048,19.42261719,13.5464092679416,10.696953758617,24.2433630265586
"122","Pve-B-2","3","16",2021-04-05,"A11","Hsp","off-species","macroalgae","Pve","B","2",12H 12M 0S,6.73,25.2,102,13H 42M 0S,7.13,25.9,108.9,34.2,22.9,14H 12M 0S,6.53,25.5,99.5,15H 42M 0S,6.24,25.7,95.3,200,34.2,23.3,7.051835362,90,90,399.999999999999,290,1.02549,4.55773333333333,273.464,3.30435666666667,198.2614,23.8043666666668,37.4078333333331,249.659633333333,160.853566666667,410.5132,19.42261719,12.8540675487273,8.28176579361738,21.1358333423447
"123","Pve-B-2","9","4",2021-03-22,"B10","Ssp","off-species","soft coral","Pve","B","2",12H 26M 0S,6.76,24.7,100.2,13H 56M 0S,7.19,25.9,108.7,34.2,23.1,14H 33M 0S,6.61,25.1,98.7,16H 3M 0S,6.31,25.6,95.2,195,34.4,23.1,7.024242937,90,90,430.000000000001,300.000000000001,1.02596,4.9018088888889,294.108533333334,3.41986666666667,205.192,51.0097000000001,64.6107666666668,243.098833333334,140.581233333334,383.680066666667,19.42261719,12.5162757910142,7.23801699627349,19.7542927872877
"124","Pve-B-2","10","9",2021-03-29,"B11","Amu","off-species","stony coral","Pve","B","2",12H 31M 0S,6.76,25.2,100.6,14H 2M 0S,7.18,25.3,105.9,34.4,23.6,14H 37M 0S,6.63,25.3,98.6,16H 7M 0S,6.29,25.4,94.1,195,34.2,23.6,7.004665894,91,90,420,340,1.01669,4.69241538461538,281.544923076923,3.84082888888889,230.449733333333,10.2386732600733,9.87377419354847,271.30624981685,220.575959139785,491.882208956634,19.42261719,13.9685731929338,11.3566548206156,25.3252280135494
"125","Pve-C-1","1","1",2021-03-19,"A6","Amu","off-species","stony coral","Pve","C","1",12H 1M 0S,6.89,24.6,102.1,13H 32M 0S,7.17,25.7,108.3,34.3,23.6,14H 44M 0S,6.5,25.9,98.6,16H 18M 0S,6.3,25.5,95.4,199,34.5,23.5,6.950426225,91,94,280,200,1.02096,3.14141538461539,188.484923076923,2.17225531914894,130.335319148936,57.1763406593409,36.4522611008327,131.308582417582,93.8830580481036,225.191640465686,30.96395264,4.24069187626759,3.03201142113953,7.27270329740712
"126","Pve-C-1","5","6",2021-03-25,"B2","Hcn","off-species","sponge","Pve","C","1",12H 26M 0S,6.53,25.8,99.3,13H 57M 0S,7.4,26,112.5,34.2,23.5,14H 27M 0S,6.6,25.4,99.4,15H 59M 0S,6.25,25.7,94.6,197,34.4,23.6,6.897020096,91,92,870,350,1.02427,9.79247142857143,587.548285714286,3.89667934782608,233.800760869565,19.961804347826,6.6886658485275,567.58648136646,227.112095021038,794.698576387497,30.96395264,18.330556436559,7.33472556496707,25.6652820015261
"127","Pve-C-1","11","14",2021-04-03,"B12","Csp","off-species","macroalgae","Pve","C","1",12H 30M 0S,6.6,25.9,99.8,14H 0M 0S,7.34,25.3,110.1,34.4,23.3,14H 31M 0S,6.5,25.2,97.3,16H 1M 0S,6.16,25.4,92.7,198,34.2,23.3,6.788963055,90,90,740,340,1.0185,8.37433333333334,502.46,3.84766666666666,230.86,34.0068666666668,6.80073333333319,468.453133333333,224.059266666667,692.5124,30.96395264,15.1289836533393,7.23613258525726,22.3651162385966
"128","Pve-C-1","12","7",2021-03-27,"C4","Pve","within-species","stony coral","Pve","C","1",12H 39M 0S,6.83,25,102,14H 9M 0S,7.29,25.7,110.1,34.4,23.7,14H 40M 0S,6.62,25.2,99,16H 0M 0S,6.27,25.5,94.5,196,34.5,23.5,8.117810474,90,80,460,350.000000000001,1.01679,5.19692666666667,311.8156,4.44845625000001,266.907375,6.72639560439546,22.9538250000002,305.089204395604,243.95355,549.042754395605,30.96395264,9.8530445367457,7.87863076902059,17.7316753057663
